Order ID,Order Date,Ship Date,Order Priority,Country Code,Product ID,Sales Channel,Units Sold,Unit Price,Unit Cost
153974950,8/22/2011,9/20/2011,L,SWE,4594,Offline,3464,9.33,6.92
155086886,1/28/2014,2/5/2014,M,SVN,8293,Offline,2511,437.2,263.33
155914723,3/12/2015,3/29/2015,H,IRL,4594,Offline,7486,9.33,6.92
156158483,6/26/2016,8/5/2016,C,LTU,2455,Offline,9620,109.28,35.84
158479773,5/19/2015,6/18/2015,L,RUS,7331,Offline,6542,255.28,159.42
158673751,3/22/2014,5/10/2014,H,DEU,8969,Online,3944,152.58,97.44
159232509,6/8/2014,7/14/2014,H,CHE,4594,Online,9293,9.33,6.92
159805858,11/19/2012,12/17/2012,M,#N/A,8875,Offline,8959,421.89,364.69
160578763,9/27/2015,10/30/2015,L,ROU,8681,Online,7679,651.21,524.96
160751283,10/29/2011,11/13/2011,C,LVA,3127,Offline,8732,81.73,56.67
161399304,3/1/2010,3/15/2010,L,SVK,8293,online,496,437.2,263.33
161607444,8/22/2012,10/3/2012,L,ROU,8875,Offline,2089,421.89,364.69
161812150,11/9/2012,11/12/2012, C,DNK,2455,Online,2666,109.28,35.84
162791907,8/30/2011,10/19/2011,M,RUS,1270,Offline,2598,47.45,31.79
163587558,3/22/2016,4/19/2016,M,MKD,8969,Offline,8048,152.58,97.44
163744628,4/17/2017,5/1/2017,L,FIN,8681,Offline,4529,651.21,524.96
164259612,3/22/2015,4/29/2015,M,BEL,8875,Offline,6924,421.89,364.69
166810500,10/10/2011,11/21/2011,M,BIH,2455,Online,1789,109.28,35.84
168319404,2/20/2012,3/10/2012,H,SVK,8681,Online,8307,651.21,524.96
168487203,8/3/2014,9/21/2014,H,#N/A,8681,Offline,7962,651.21,524.96
168960559,7/14/2013,8/19/2013,H,GEO,7331,Online,8039,255.28,159.42
168979442,10/22/2010,12/10/2010,H,SMR,8875,Online,3627,421.89,364.69
169378983,3/21/2014,4/10/2014,L,CHE,8875,Online,1860,421.89,364.69
169799983,10/22/2012,11/20/2012,H,SVN,4594,Online,6443,9.33,6.92
173122918,6/8/2015,7/25/2015,M,BLR,2455,Offline,9773,109.28,35.84
174218118,4/30/2016,6/13/2016,M,DEU,2103,Offline,3867,205.7,117.11
174614226,6/24/2017,8/13/2017,C,AND,7331,Offline,1085,255.28,159.42
174935233,7/26/2016,7/29/2016,M,FRA,8293,Online,6078,437.2,263.33
175723588,6/9/2014,6/14/2014,L,MCO,7940,Online,9370,668.27,502.54
176050603,9/8/2013,10/28/2013,C,POL,2103,Online,6140,205.7,117.11
176722657,9/8/2012,9/16/2012,H,EST,2455,Online,5016,109.28,35.84
177147090,7/15/2013,8/17/2013,L,MCO,8875,Offline,615,421.89,364.69
178604066,9/20/2015,10/18/2015,C,AUT,7940,Online,1767,668.27,502.54
179819428,5/5/2012,6/2/2012,C,BGR,8293,Online,1420,437.2,263.33
180358016,4/30/2016,5/16/2016,M,MLT,1270,Online,800,47.45,31.79
180479466,1/5/2011,1/12/2011,C,BLR,5988,Online,6740,154.06,90.93
181260526,5/3/2017,6/3/2017,M,UKR,8681,Offline,7872,651.21,524.96
182078921,1/12/2016,2/14/2016,H,FIN,4594,Offline,54,9.33,6.92
182228696,5/31/2010,7/12/2010,L,LVA,8681,Online,4375,651.21,524.96
183778369,12/24/2012,1/7/2013,L,BIH,8969,Online,2958,152.58,97.44
183910119,6/9/2014,6/11/2014,C,UKR,8293,Online,1946,437.2,263.33
184120833,10/27/2014,10/31/2014,H,DNK,2455,Offline,4301,109.28,35.84
184412229,4/4/2015,4/7/2015,C,BIH,7331,Online,531,255.28,159.42
184708344,11/27/2016,12/2/2016,H,BIH,5988,Online,8159,154.06,90.93
184976994,8/21/2015,9/21/2015,C,LIE,7940,Online,7658,668.27,502.54
185947310,1/6/2012,1/27/2012,L,SMR,3127,online,4796,81.73,56.67
185960614,4/20/2011,5/28/2011,M,AUT,4594,Offline,8733,9.33,6.92
186079490,8/25/2015,8/29/2015,L,DNK,5988,Online,3911,154.06,90.93
186597907,11/1/2015,12/15/2015,M,LIE,8681,Online,7322,651.21,524.96
186847674,4/16/2017,4/23/2017,M,ISL,8293,Online,1234,437.2,263.33
187103450,5/4/2011,5/14/2011,M,BEL,4594,Offline,6924,9.33,6.92
188866841,5/16/2014,5/20/2014,L,SVN,2455,Offline,8750,109.28,35.84
189108455,5/11/2012,6/30/2012,H,CZE,8681,Offline,249,651.21,524.96
189667212,7/28/2012,9/3/2012,H,RUS,8969,Offline,5598,152.58,97.44
189924275,2/22/2013,3/21/2013,L,HRV,1270,Offline,1668,47.45,31.79
190002810,6/20/2017,8/5/2017,C,AND,2455,Online,4909,109.28,35.84
192236125,3/11/2017,3/22/2017,H,HRV,1270,Offline,5796,47.45,31.79
192589318,11/1/2012,12/16/2012,M,CZE,4594,Online,314,9.33,6.92
192922341,4/2/2012,5/1/2012,C,AUT,1270,Offline,8863,47.45,31.79
193472945,7/27/2016,9/13/2016,M,BEL,8293,Offline,1799,437.2,263.33
194176757,7/10/2017,8/20/2017,M,RUS,7940,Online,72,668.27,502.54
194785726,10/16/2014,11/13/2014,L,LIE,2103,Offline,280,205.7,117.11
194858253,5/17/2011,5/22/2011,L,LUX,3127,Online,1742,81.73,56.67
194922626,1/23/2012,2/7/2012,H,ARM,7331,Offline,791,255.28,159.42
195171105,7/25/2014,9/4/2014,M,FIN,3127,Online,4322,81.73,56.67
195212733,7/18/2013,8/14/2013,H,EST,2103,Offline,6641,205.7,117.11
195259082,9/26/2013,10/11/2013,L,GRC,7940,Online,356,668.27,502.54
196346127,2/28/2011,4/12/2011,H,ARM,8969,Online,2037,152.58,97.44
198537814,11/26/2011,12/19/2011,C,DNK,8875,Online,606,421.89,364.69
200354850,4/1/2014,5/4/2014,H,MKD,7331,Offline,8307,255.28,159.42
200432097,1/17/2012,1/31/2012,L,PRT,7940,Online,1167,668.27,502.54
200507199,2/9/2014,2/25/2014,C,BGR,8681,Offline,3391,651.21,524.96
201294267,1/9/2013,2/9/2013,L,SMR,8969,Offline,6302,152.58,97.44
202047002,1/29/2012,3/6/2012,H,UKR,8293,Online,9053,437.2,263.33
203036630,6/24/2015,7/28/2015,L,GEO,7331,Online,1905,255.28,159.42
203955876,6/15/2010,7/18/2010,M ,ISL,2103,Online,3931,205.7,117.11
204392325,8/20/2011,9/26/2011,H,HUN,8681,Online,3086,651.21,524.96
204418504,8/7/2015,9/3/2015, C,DEU,5988,Offline,833,154.06,90.93
205354487,2/12/2012,2/20/2012,H,BIH,8293,Offline,7811,437.2,263.33
208238399,8/29/2015,10/15/2015,L,ALB,8293,Offline,1224,437.2,263.33
208365428,11/27/2015,12/29/2015,M,POL,8681,Offline,8815,651.21,524.96
209357202,1/14/2015,1/22/2015,H,SVK,2103,Online,2303,205.7,117.11
209445178,3/18/2014,4/20/2014,M,CHE,8293,Offline,8337,437.2,263.33
209598815,1/9/2013,1/11/2013,L,CYP,2455,Offline,3802,109.28,35.84
209736573,8/24/2014,9/24/2014,C,SRB,8681,Offline,4568,651.21,524.96
211344611,3/1/2010,3/23/2010,L,BGR,8969,Offline,422,152.58,97.44
212106788,8/23/2011,9/26/2011,H,LTU,8681,Online,5967,651.21,524.96
212319648,4/30/2015,5/15/2015,L,MKD,1270,Offline,8957,47.45,31.79
212903726,2/26/2015,2/26/2015,L,AND,8875,Online,1798,421.89,364.69
214033257,11/29/2015,12/3/2015,L,RUS,8969,Offline,6052,152.58,97.44
214292466,3/20/2012,4/13/2012,L,CHE,8969,Online,2758,152.58,97.44
215540015,12/21/2012,12/24/2012,M,ROU,3127,Offline,1935,81.73,56.67
215584218,6/7/2017,6/21/2017,M,BLR,5988,Offline,5016,154.06,90.93
216278588,12/19/2015,12/19/2015,M,LUX,8875,Online,495,421.89,364.69
217165648,5/20/2014,6/8/2014,M,ESP,8875,Offline,,421.89,364.69
217248904,5/5/2012,6/15/2012,C,SVK,8681,online,7633,651.21,524.96
217859160,2/19/2016,3/5/2016,L,EST,1270,Offline,8222,47.45,31.79
217920958,5/6/2011,6/25/2011,H,HUN,7331,Online,6509,255.28,159.42
219451320,6/18/2014,7/2/2014,M,UKR,8875,Offline,9377,421.89,364.69
220607459,10/14/2013,10/17/2013,C,EST,2103,Online,1504,205.7,117.11
221628844,7/28/2011,9/1/2011,M,RUS,2455,Offline,3755,109.28,35.84
222720611,3/16/2010,4/1/2010,L,MLT,7331,Offline,6833,255.28,159.42
223199975,11/21/2016,1/4/2017,L,DNK,1270,Online,8687,47.45,31.79
223869454,5/30/2010,6/27/2010,L,IRL,4594,Online,6801,9.33,6.92
224647080,6/23/2014,7/30/2014,H,SVK,8681,Offline,6918,651.21,524.96
228211200,11/30/2012,12/3/2012,H,SMR,8293,Online,1620,437.2,263.33
229105556,6/14/2010,8/3/2010,L,#N/A,8875,Offline,6280,421.89,364.69
229355323,11/28/2011,12/10/2011,L,LIE,5988,Offline,192,154.06,90.93
229693067,7/15/2012,7/15/2012,L,LIE,8293,Online,138,437.2,263.33
231341445,8/28/2015,10/7/2015,M,BIH,1270,Online,7929,47.45,31.79
231369769,5/9/2015,5/16/2015,M,SVK,2455,Online,6311,109.28,35.84
231450879,1/3/2010,2/22/2010,L,ARM,2455,Online,313,109.28,35.84
231861150,10/17/2014,11/1/2014,L,BLR,8293,Online,1722,437.2,263.33
232196319,7/7/2017,8/4/2017,L,POL,7940,Offline,905,668.27,502.54
233440434,1/5/2016,2/17/2016,M,BEL,8681,Offline,9067,651.21,524.96
233709084,9/28/2014,10/16/2014,M,LVA,2455,Offline,8566,109.28,35.84
233811223,7/20/2017,7/20/2017,C,CHE,8293,Online,8792,437.2,263.33
234082448,3/9/2014,3/9/2014,C,MNE,2455,Online,9053,109.28,35.84
236042392,12/19/2013,1/26/2014,H,DEU,8681,Offline,9044,651.21,524.96
238170993,12/22/2012,2/7/2013,L,NOR,1270,Offline,8944,47.45,31.79
239048612,7/17/2016,7/26/2016,L,SMR,3127,Online,8651,81.73,56.67
239386355,3/4/2017,4/20/2017,L,SMR,8681,Offline,8597,651.21,524.96
239554154,1/18/2012,2/13/2012,L,ISL,8681,Offline,8253,651.21,524.96
241392648,2/22/2017,3/16/2017,H,MKD,7940,Online,2304,668.27,502.54
242168128,5/2/2010,5/3/2010,M,CZE,1270,Online,1785,47.45,31.79
242265546,12/6/2011,1/7/2012,L,LUX,4594,Offline,614,9.33,6.92
243070638,5/5/2011,5/22/2011,M,MLT,8681,Offline,8858,651.21,524.96
243144452,6/14/2014,7/16/2014,H,GEO,2103,Online,701,205.7,117.11
243226420,6/17/2013,7/3/2013,H,#N/A,1270,Offline,4958,47.45,31.79
243340575,8/6/2016,9/4/2016,C,MNE,1270,Offline,8739,47.45,31.79
243391644,6/6/2010,6/27/2010,C,SVN,3127,Online,3851,81.73,56.67
243521249,2/26/2016,3/28/2016,L,CHE,8293,Online,2204,437.2,263.33
243684327,5/23/2017,5/30/2017,H,IRL,7331,Online,462,255.28,159.42
244023358,12/21/2016,1/22/2017,L,BEL,1270,Offline,789,47.45,31.79
245440852,11/28/2015,12/17/2015,L,FRA,8875,Online,257,421.89,364.69
245556294,6/5/2010,6/25/2010,C,AND,3127,Online,4419,81.73,56.67
246603858,3/5/2012,4/15/2012,H,LVA,8293,Offline,4417,437.2,263.33
246922719,7/13/2015,7/29/2015,H,ALB,8681,Online,8775,651.21,524.96
249039304,3/17/2014,5/1/2014,L,RUS,5988,Offline,5119,154.06,90.93
249606645,6/29/2012,8/14/2012,C,LIE,4594,Offline,3008,9.33,6.92
249765861,11/13/2016,11/24/2016,M,GBR,2455,Online,123,109.28,35.84
250848186,1/30/2013,3/7/2013,M,LUX,2455,Online,407,109.28,35.84
251208674,6/2/2015,7/19/2015,M,ARM,8875,Offline,7084,421.89,364.69
251823222,9/3/2010,10/1/2010,L,GBR,2455,Online,8942,109.28,35.84
251907765,3/1/2015,4/7/2015,C,#N/A,8969,Offline,3961,152.58,97.44
252541625,6/9/2017,7/5/2017,C,#N/A,7331,Offline,1534,255.28,159.42
253055322,5/31/2016,6/12/2016,H,ROU,1270,Online,3548,47.45,31.79
253211104,12/16/2010,12/27/2010,C,RUS,8681,Online,9648,651.21,524.96
255047452,10/1/2012,10/30/2012,H,CYP,8969,Online,3064,152.58,97.44
256095016,7/2/2014,8/21/2014,H,MNE,8681,Offline,3061,651.21,524.96
259006392,5/22/2013,6/6/2013,C,HRV,8681,Online,4602,651.21,524.96
259032571,5/9/2017,5/13/2017,L,BEL,5988,Online,2349,154.06,90.93
260630738,11/5/2015,12/19/2015,M,#N/A,8293,Online,5282,437.2,263.33
261187350,10/2/2012,10/3/2012,C,IRL,2455,Online,9996,109.28,35.84
261640536,6/22/2015,8/1/2015,M,BIH,7940,Offline,4104,668.27,502.54
262177836,12/6/2012,1/16/2013,H,ESP,4594,Offline,3103,9.33,6.92
263098371,6/8/2014,7/4/2014,L,MCO,3127,Online,5509,81.73,56.67
263427960,8/6/2011,9/20/2011,H,AUT,4594,Offline,3042,9.33,6.92
263647687,3/23/2012,3/30/2012,M,#N/A,2455,Online,8064,109.28,35.84
263852393,6/10/2012,6/29/2012,L,#N/A,7331,Offline,8641,255.28,159.42
263882005,2/3/2011,2/27/2011,M,SVN,1270,Online,7404,47.45,31.79
263977277,12/15/2016,1/10/2017,H,IRL,8681,Offline,5597,651.21,524.96
264163959,9/5/2016,9/22/2016,C,LIE,1270,Online,840,47.45,31.79
264526593,9/30/2014,10/7/2014,H,ROU,3127,Offline,8152,81.73,56.67
264856183,11/27/2011,12/23/2011,L,CYP,4594,Online,5685,9.33,6.92
264928710,1/24/2016,1/27/2016,L,EST,2455,Offline,7147,109.28,35.84
264959609,9/1/2013,10/18/2013,C,GEO,8969,Online,6291,152.58,97.44
265191352,8/18/2014,9/26/2014,M,SRB,8969,Offline,4869,152.58,97.44
265914475,1/12/2015,2/21/2015,M,MLT,8293,Online,8857,437.2,263.33
266614854,9/23/2013,10/10/2013,M,SRB,7940,Online,6115,668.27,502.54
266638886,5/22/2014,6/19/2014,C,AND,7940,Online,3227,668.27,502.54
268373954,2/25/2010,2/28/2010,H,AUT,8681,Online,6672,651.21,524.96
270358788,12/11/2014,1/24/2015,M,ALB,1270,Offline,4028,47.45,31.79
272361218,6/26/2010,7/3/2010,C,PRT,8969,Offline,6592,152.58,97.44
272425591,3/4/2011,3/21/2011,L,DNK,4594,Online,5641,9.33,6.92
273662412,7/20/2010,7/23/2010,C,BGR,8875,Online,1644,421.89,364.69
273940503,9/14/2011,10/19/2011,L,ROU,2103,Online,3937,205.7,117.11
274694526,4/13/2017,5/11/2017,C,MLT,3127,Offline,7069,81.73,56.67
274989354,5/28/2012,7/10/2012,M,SWE,8969,Online,4316,152.58,97.44
276784074,3/21/2015,4/15/2015,C,DEU,2455,Online,5413,109.28,35.84
276850593,8/21/2011,9/3/2011,L,MLT,7331,Offline,5097,255.28,159.42
278513133,10/25/2010,11/5/2010,H,MKD,4594,Online,7080,9.33,6.92
279338395,1/10/2014,2/24/2014,L,RUS,2103,Online,1293,205.7,117.11
279703605,1/1/2010,1/10/2010,C,HUN,7331,Offline,9367,255.28,159.42
279816472,3/9/2014,4/14/2014,H,PRT,8969,Offline,2767,152.58,97.44
280192410,7/16/2011,8/28/2011,H,FIN,2103,Online,4016,205.7,117.11
280477797,10/23/2011,10/24/2011,L,GRC,2103,Offline,8468,205.7,117.11
281100928,9/16/2012,11/3/2012,H,ITA,8969,Online,2866,152.58,97.44
282917964,1/20/2015,1/27/2015,L,RUS,8681,Offline,567,651.21,524.96
284108436,3/29/2014,4/3/2014,M,MLT,8293,Online,2854,437.2,263.33
284310567,7/20/2016,9/2/2016,M,POL,8293,Offline,2670,437.2,263.33
284403264,12/7/2016,12/27/2016,C,SWE,5988,Offline,101,154.06,90.93
284435451,6/29/2013,6/29/2013,C,MNE,3127,Offline,9625,81.73,56.67
284595954,10/27/2016,10/29/2016,C,SMR,8293,Offline,7122,437.2,263.33
285343968,8/31/2014,9/5/2014,C,SRB,5988,Online,8476,154.06,90.93
287151563,8/2/2014,8/11/2014,M,CHE,3127,Offline,3383,81.73,56.67
287917602,12/3/2012,1/5/2013,L,DEU,3127,Online,71,81.73,56.67
288073384,1/15/2015,2/16/2015,H,GRC,7331,Offline,6171,255.28,159.42
288656175,11/30/2015,12/30/2015,L,BIH,8681,Offline,8632,651.21,524.96
290317428,2/21/2016,4/2/2016,M,ITA,8875,Online,233,421.89,364.69
291160714,4/10/2012,5/26/2012,H,AND,8293,Online,9780,437.2,263.33
291179597,2/13/2017,2/20/2017,H,LIE,7940,Online,5368,668.27,502.54
291305768,1/5/2013,1/6/2013,H,BIH,4594,Online,2705,9.33,6.92
291531503,10/23/2013,10/26/2013,L,SVK,1270,Online,9505,47.45,31.79
291611325,2/1/2017,2/10/2017,M,HUN,8969,Offline,3126,152.58,97.44
291995418,5/2/2010,6/6/2010,L,#N/A,4594,Online,6788,9.33,6.92
292424571,5/24/2012,6/5/2012,C,#N/A,8293,Offline,3784,437.2,263.33
293178594,5/27/2010,6/1/2010,C,SMR,3127,Online,6916,81.73,56.67
295168149,5/28/2016,7/16/2016,L,SVN,4594,Offline,5669,9.33,6.92
295787847,1/18/2015,2/16/2015,H,LIE,7331,Online,9052,255.28,159.42
296073234,4/27/2015,6/4/2015,C,MLT,7331,Offline,3504,255.28,159.42
298228013,9/20/2010,10/25/2010,H,SWE,5988,Online,1151,154.06,90.93
298978602,1/16/2014,1/28/2014,M,FRA,2455,Offline,3267,109.28,35.84
299335229,12/12/2011,12/24/2011,M,ROU,8293,Offline,8801,437.2,263.33
299739491,7/25/2016,9/1/2016,M,#N/A,4594,Offline,8431,9.33,6.92
302015721,3/22/2014,4/17/2014,H,SRB,7331,Online,2018,255.28,159.42
302442729,12/23/2012,1/17/2013,C,MLT,7331,Offline,8379,255.28,159.42
302744853,10/16/2014,11/2/2014,H,HUN,3127,Offline,7785,81.73,56.67
303534495,8/13/2011,8/18/2011,H,ISL,4594,Offline,1457,9.33,6.92
305569112,4/14/2011,6/3/2011,M,ESP,5988,Offline,3545,154.06,90.93
305616748,6/6/2010,7/1/2010,M,MNE,2103,Offline,7642,205.7,117.11
306256616,11/14/2012,11/18/2012,L,ITA,3127,Offline,6993,81.73,56.67
306839406,9/29/2013,10/1/2013,H,DNK,7331,Offline,9454,255.28,159.42
307305467,7/29/2013,8/10/2013,M,#N/A,4594,Online,7371,9.33,6.92
307721745,12/14/2010,1/1/2011,M,ITA,8969,Online,558,152.58,97.44
308582627,12/23/2012,2/9/2013,C,SRB,1270,Offline,5312,47.45,31.79
309148681,4/23/2012,5/5/2012,M,ESP,7940,Offline,2819,668.27,502.54
309188163,7/24/2015,8/12/2015,C,BEL,4594,Online,4503,9.33,6.92
309285581,2/26/2017,4/17/2017,H,IRL,3127,Offline,3331,81.73,56.67
309342658,2/25/2011,3/28/2011,C,ITA,3127,Online,222,81.73,56.67
309655511,5/5/2014,5/21/2014,C,HRV,3127,Offline,,81.73,56.67
310588920,12/14/2012,1/6/2013,H,MLT,8293,Offline,9018,437.2,263.33
311221492,4/11/2016,5/7/2016,L,SWE,4594,Online,6210,9.33,6.92
311688840,1/22/2015,2/14/2015,L,GBR,3127,Offline,4509,81.73,56.67
311921012,8/15/2010,8/26/2010,H,BLR,1270,Online,3214,47.45,31.79
311956632,1/4/2017,1/10/2017,C,EST,8293,Offline,3755,437.2,263.33
313178002,10/19/2013,12/6/2013,C,BGR,1270,Offline,5185,47.45,31.79
313705861,5/29/2016,7/10/2016,L,MNE,4594,Offline,1390,9.33,6.92
313821303,12/5/2010,1/17/2011,H,HUN,8681,Online,5552,651.21,524.96
314782178,6/15/2012,7/12/2012,L,ITA,7331,Offline,9896,255.28,159.42
315066277,10/10/2013,11/28/2013,L,SVK,8969,Offline,3968,152.58,97.44
316466176,5/22/2014,6/2/2014,H,EST,7331,Offline,8229,255.28,159.42
317006051,4/30/2017,6/5/2017,H,GRC,1270,Offline,7990,47.45,31.79
318523538,10/7/2015,11/5/2015,M,EST,2103,Online,7048,205.7,117.11
320431125,3/11/2015,4/17/2015,H,AND,1270,Online,1545,47.45,31.79
321628463,4/27/2011,5/14/2011,L,POL,7940,Online,5864,668.27,502.54
322524106,5/20/2015,5/20/2015,C,CZE,2103,Offline,905,205.7,117.11
